Symbol,Ensembl Gene ID,Entrez,Type,Species,Chr,Position (Mbp),Description,percentage_gc_content,transcript_count,genomeSpan,cds_length,transcript_length,FiveUTR,ThreeUTR,nExons
 NDC80,ENSG00000080986,10403,protein_coding,Human,18,2.571557,NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909],36.33,5,45079,740,897,66,324,6
 MYL12B,ENSG00000118680,103910,protein_coding,Human,18,3.261479,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],40.74,5,16983,519,1111,90,412,4
 FAM210A,ENSG00000177150,125228,protein_coding,Human,18,13.663347,family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346],40.65,8,63317,667,2258,143,2462,4
 ANKRD30B,ENSG00000180777,374860,protein_coding,Human,18,14.728272,ankyrin repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:24165],35.4,6,126396,3710,3392,173,187,27
 SKA1,ENSG00000154839,220134,protein_coding,Human,18,50.37504,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],39.35,5,19129,551,1268,95,742,6
 UHRF1,ENSG00000276043,29128,protein_coding,Human,19,4.90308,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556],52.99,8,59075,2300,3309,157,800,16
 HAUS8,ENSG00000131351,93323,protein_coding,Human,19,17.049729,HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532],49.64,8,25897,782,1432,232,114,8
 COMP,ENSG00000105664,1311,protein_coding,Human,19,18.782773,cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227],62.85,4,8533,2188,2009,154,142,14
 ZNF738,ENSG00000172687,148203,protein_coding,Human,19,21.35893,zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469],39.49,6,29653,438,2102,144,1436,5
 NUDT19,ENSG00000213965,390916,protein_coding,Human,19,32.691821,nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036],46.29,1,21972,1128,3103,140,1835,3
 CEP89,ENSG00000121289,84902,protein_coding,Human,19,32.875925,centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907],45.48,9,96067,1021,1900,93,1053,9
 SAE1,ENSG00000142230,10055,protein_coding,Human,19,47.113274,SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660],47.18,14,97363,594,1690,81,651,8
 C5AR1,ENSG00000197405,728,protein_coding,Human,19,47.290023,complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338],49.69,3,32044,552,1171,109,1236,3
 LIG1,ENSG00000105486,3978,protein_coding,Human,19,48.115445,DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598],51.48,36,55159,2131,2358,87,192,18
 SYNGR4,ENSG00000105467,23546,protein_coding,Human,19,48.364367,synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502],54.85,4,12011,411,700,87,152,4
 FPR3,ENSG00000187474,2359,protein_coding,Human,19,51.795157,formyl peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:3828],42.76,2,31034,1062,2424,87,1189,2
 ZNF528,ENSG00000167555,84436,protein_coding,Human,19,52.397849,zinc finger protein 528 [Source:HGNC Symbol;Acc:HGNC:29384],43.66,12,20564,381,1728,85,785,5
 LILRA6,ENSG00000244482,79168,protein_coding,Human,19,54.236592,leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495],55.42,4,6200,1141,1614,28,339,7
 LILRB4,ENSG00000186818,11006,protein_coding,Human,19,54.643889,leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608],47.12,11,26471,1045,1567,47,712,9
 ZNF530,ENSG00000183647,348327,protein_coding,Human,19,57.599885,zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297],46.12,5,12838,1347,3476,170,1525,3
 ZNF544,ENSG00000198131,27300,protein_coding,Human,19,58.228594,zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759],47.34,23,48902,984,1823,87,1106,5
 GFRA4,ENSG00000125861,64096,protein_coding,Human,20,3.659248,GDNF family receptor alpha 4 [Source:HGNC Symbol;Acc:HGNC:13821],62.48,3,4152,753,1194,NA,661,5
 PCNA,ENSG00000132646,5111,protein_coding,Human,20,5.114953,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729],42.54,2,11674,786,1318,141,330,6
 DZANK1,ENSG00000089091,55184,protein_coding,Human,20,18.383367,double zinc ribbon and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15858],41.71,21,83915,1359,2655,216,635,16
 FOXA2,ENSG00000125798,3170,protein_coding,Human,20,22.580998,forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022],61.96,2,4458,1383,2470,192,848,2
 GINS1,ENSG00000101003,9837,protein_coding,Human,20,25.391008,GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980],42.37,25,61693,381,2285,127,1333,6
 DEFB124,ENSG00000180383,245937,protein_coding,Human,20,31.465471,defensin beta 124 [Source:HGNC Symbol;Acc:HGNC:18104],55.69,2,11287,216,674,263,35,2
 TPX2,ENSG00000088325,22974,protein_coding,Human,20,31.739271,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249],41.52,2,62535,2298,3539,173,722,18
 DNMT3B,ENSG00000088305,1789,protein_coding,Human,20,32.762385,DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979],49.4,21,46975,1910,2489,111,736,14
 CDK5RAP1,ENSG00000101391,51654,protein_coding,Human,20,33.358839,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880],44.4,16,42723,1473,1224,82,204,8
 DSN1,ENSG00000149636,79980,protein_coding,Human,20,36.751791,DSN1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:16165],44.84,10,22028,846,1761,105,994,10
 FAM83D,ENSG00000101447,81610,protein_coding,Human,20,38.926312,family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122],46.5,2,26795,1803,2422,34,586,4
 MYBL2,ENSG00000101057,4605,protein_coding,Human,20,43.667019,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548],49.88,2,49477,2067,2686,218,402,14
 HNF4A,ENSG00000101076,3172,protein_coding,Human,20,44.355699,hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024],48.23,17,77147,805,1895,78,927,7
 UBE2C,ENSG00000175063,11065,protein_coding,Human,20,45.812576,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],51.32,8,4382,385,679,80,175,5
 EYA2,ENSG00000064655,2139,protein_coding,Human,20,46.894624,EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520],45.44,10,294221,1365,1325,105,569,9
 AURKA,ENSG00000087586,6790,protein_coding,Human,20,56.369389,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393],42.93,13,22949,916,1621,77,773,8
 RAE1,ENSG00000101146,8480,protein_coding,Human,20,57.351223,ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828],44.53,9,27989,797,1669,103,691,9
 STX16,ENSG00000124222,8675,protein_coding,Human,20,58.651253,syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431],41.01,20,28274,587,1874,202,1553,7
 SLC17A9,ENSG00000101194,63910,protein_coding,Human,20,62.952707,solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192],61.28,7,16879,1020,2116,111,1591,8
 PTK6,ENSG00000101213,5753,protein_coding,Human,20,63.528001,protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617],61.64,2,9376,880,2677,59,962,8
 HUNK,ENSG00000142149,30811,protein_coding,Human,21,31.87302,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326],45.92,4,171614,990,2464,655,2700,6
 MIS18A,ENSG00000159055,54069,protein_coding,Human,21,32.268228,MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286],40.71,2,10822,702,957,35,809,4
 GART,ENSG00000159131,2618,protein_coding,Human,21,33.503931,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",41.63,18,39561,1400,1416,115,267,9
 DONSON,ENSG00000159147,29980,protein_coding,Human,21,33.559542,DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993],37.85,13,29165,976,1499,29,305,7
 CRYZL1,ENSG00000205758,9946,protein_coding,Human,21,33.589341,crystallin zeta like 1 [Source:HGNC Symbol;Acc:HGNC:2420],41.59,23,54586,514,1028,88,350,7
 MRPS6,ENSG00000243927,64968,protein_coding,Human,21,34.073224,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051],40.3,5,69811,378,1758,123,430,4
 SETD4,ENSG00000185917,54093,protein_coding,Human,21,36.034541,SET domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1258],44.84,17,44849,800,1580,210,594,7
 CHAF1B,ENSG00000159259,8208,protein_coding,Human,21,36.385392,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911],46.71,3,33624,1680,2053,68,2649,8
 RIPPLY3,ENSG00000183145,53820,protein_coding,Human,21,37.00615,ripply transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:3047],48.79,3,13513,573,1996,71,1455,4
 HMGN1,ENSG00000205581,3150,protein_coding,Human,21,39.342315,high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984],42.26,21,7333,199,1131,139,326,6
 SUMO3,ENSG00000184900,6612,protein_coding,Human,21,44.805617,small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124],54.29,6,13163,398,1408,113,1008,4
 C21orf58,ENSG00000160298,54058,protein_coding,Human,21,46.300181,chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300],52.19,10,23695,660,2020,412,489,7
 CDC45,ENSG00000093009,8318,protein_coding,Human,22,19.479457,cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739],48.03,14,41156,1017,1197,80,69,12
 MMP11,ENSG00000099953,4320,protein_coding,Human,22,23.768226,matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157],57.83,13,16091,1015,1163,22,530,4
 DERL3,ENSG00000099958,91319,protein_coding,Human,22,23.834503,derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236],61.13,10,4626,646,1417,20,1393,4
 CRYBB1,ENSG00000100122,1414,protein_coding,Human,22,26.599278,crystallin beta B1 [Source:HGNC Symbol;Acc:HGNC:2397],48.38,2,18750,759,679,35,212,4
 CHEK2,ENSG00000183765,11200,protein_coding,Human,22,28.687743,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],43.89,25,54680,930,1294,59,130,11
 OSM,ENSG00000099985,5008,protein_coding,Human,22,30.262829,oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506],60.33,3,4023,506,1110,79,477,3
 HMOX1,ENSG00000100292,3162,protein_coding,Human,22,35.380361,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013],51.11,7,13854,542,1192,99,561,4
 MCM5,ENSG00000100297,4174,protein_coding,Human,22,35.400134,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],52.45,10,25298,1120,1436,35,506,7
 H1-0,ENSG00000189060,3005,protein_coding,Human,22,37.805229,H1.0 linker histone [Source:HGNC Symbol;Acc:HGNC:4714],52.04,1,2204,585,2204,316,1303,1
 GTSE1,ENSG00000075218,51512,protein_coding,Human,22,46.29687,G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698],50.08,4,33941,2220,1544,42,680,5
 PLCXD1,ENSG00000182378,55344,protein_coding,Human,X,0.276322,phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148],53.82,10,27035,508,1503,114,4020,5
 TMSB4X,ENSG00000205542,7114,protein_coding,Human,X,12.97511,thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881],50.47,4,2118,135,896,336,378,3
 RAB9A,ENSG00000123595,9367,protein_coding,Human,X,13.689128,"RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]",41.6,3,21377,428,1055,88,577,3
 GEMIN8,ENSG00000046647,54960,protein_coding,Human,X,14.006726,gem nuclear organelle associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044],41.07,6,23168,689,1804,93,1306,4
 FANCB,ENSG00000181544,2187,protein_coding,Human,X,14.690388,FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583],38.35,18,182868,2077,3188,98,657,10
 CDY2A,ENSG00000182415,9426,protein_coding,Human,Y,18.025787,chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810],44.23,1,1960,1626,1960,328,6,1
 EIF1AY,ENSG00000198692,9086,protein_coding,Human,Y,20.575776,eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252],35.59,5,17379,410,1346,87,546,5
 CFAP47,ENSG00000165164,286464,protein_coding,Human,X,35.919734,cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708],35.12,7,465584,3308,3132,48,439,18
 RRAGB,ENSG00000083750,10325,protein_coding,Human,X,55.717749,Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901],40.86,6,41026,916,977,351,218,6
 ERCC6L,ENSG00000186871,54821,protein_coding,Human,X,72.204657,"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]",43.96,2,34371,3568,4281,158,353,2
 FAM236D,ENSG00000225396,105373251,protein_coding,Human,X,72.807425,family with sequence similarity 236 member D [Source:HGNC Symbol;Acc:HGNC:52642],59.29,2,786,234,457,100,123,3
 NAP1L2,ENSG00000186462,4674,protein_coding,Human,X,73.212299,nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638],40.34,1,2553,1383,2553,359,811,1
 CYSLTR1,ENSG00000173198,10800,protein_coding,Human,X,78.271468,cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451],38.17,3,56224,1014,2805,174,1259,2
 CENPI,ENSG00000102384,2491,protein_coding,Human,X,101.098188,centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968],40.6,8,67939,1382,2380,97,1140,14
 ,ENSG00000284800,NA,protein_coding,Human,X,102.360395,novel transcript,42.23,4,111418,278,3250,26,142,24
 TCEAL9,ENSG00000185222,51186,protein_coding,Human,X,103.356489,transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084],43.77,3,1974,315,1222,448,372,2
 UBE2A,ENSG00000077721,7319,protein_coding,Human,X,119.474802,ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472],44.64,14,116282,425,1408,153,814,5
 HMGB3,ENSG00000029993,3149,protein_coding,Human,X,150.980509,high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004],51.17,5,10263,563,1270,73,1438,5
 RNA5SP163,ENSG00000222236,NA,rRNA_pseudogene,Human,4,71.759518,"RNA, 5S ribosomal pseudogene 163 [Source:HGNC Symbol;Acc:HGNC:43063]",47.47,1,99,NA,99,NA,NA,1
 RNA5SP39,ENSG00000223177,NA,rRNA_pseudogene,Human,13,108.301212,"RNA, 5S ribosomal pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:42615]",45,1,120,NA,120,NA,NA,1
 RNA5SP498,ENSG00000223274,NA,rRNA_pseudogene,Human,X,1.300256,"RNA, 5S ribosomal pseudogene 498 [Source:HGNC Symbol;Acc:HGNC:43398]",44.17,1,120,NA,120,NA,NA,1
 SNORD72,ENSG00000212296,619564,snoRNA,Human,5,40.832656,"small nucleolar RNA, C/D box 72 [Source:HGNC Symbol;Acc:HGNC:32733]",31.25,1,80,NA,80,NA,NA,1
 U3,ENSG00000200492,NA,snoRNA,Human,6,92.119423,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],42.65,1,211,NA,211,NA,NA,1
 SNORD18,ENSG00000200677,NA,snoRNA,Human,15,90.755243,Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093],40,1,70,NA,70,NA,NA,1
 SNORD83A,ENSG00000209482,116937,snoRNA,Human,22,39.315213,"small nucleolar RNA, C/D box 83A [Source:HGNC Symbol;Acc:HGNC:17131]",54.74,1,95,NA,95,NA,NA,1
 RNU6-1199P,ENSG00000223181,NA,snRNA,Human,1,0.758233,"RNA, U6 small nuclear 1199, pseudogene [Source:HGNC Symbol;Acc:HGNC:48162]",39.42,1,104,NA,104,NA,NA,1
 RNU6-776P,ENSG00000201273,NA,snRNA,Human,1,22.010985,"RNA, U6 small nuclear 776, pseudogene [Source:HGNC Symbol;Acc:HGNC:47739]",43.27,1,104,NA,104,NA,NA,1
 RNVU1-3,ENSG00000201183,101954272,snRNA,Human,1,148.402715,"RNA, variant U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:48311]",44.1,1,161,NA,161,NA,NA,1
 RNU6-1042P,ENSG00000206931,NA,snRNA,Human,1,150.701866,"RNA, U6 small nuclear 1042, pseudogene [Source:HGNC Symbol;Acc:HGNC:48005]",37.38,1,107,NA,107,NA,NA,1
 RNU7-9P,ENSG00000238782,NA,snRNA,Human,2,229.606238,"RNA, U7 small nuclear 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:34105]",46.77,1,62,NA,62,NA,NA,1
 RNU6-882P,ENSG00000212327,NA,snRNA,Human,3,9.919051,"RNA, U6 small nuclear 882, pseudogene [Source:HGNC Symbol;Acc:HGNC:47845]",41.75,1,103,NA,103,NA,NA,1
 RNU6-774P,ENSG00000200108,NA,snRNA,Human,4,84.233657,"RNA, U6 small nuclear 774, pseudogene [Source:HGNC Symbol;Acc:HGNC:47737]",39.25,1,107,NA,107,NA,NA,1
 RNU6-280P,ENSG00000201015,NA,snRNA,Human,6,67.546651,"RNA, U6 small nuclear 280, pseudogene [Source:HGNC Symbol;Acc:HGNC:47243]",39.42,1,104,NA,104,NA,NA,1
 RNU7-48P,ENSG00000238386,NA,snRNA,Human,6,70.513294,"RNA, U7 small nuclear 48 pseudogene [Source:HGNC Symbol;Acc:HGNC:34144]",33.33,1,63,NA,63,NA,NA,1
 RNU7-35P,ENSG00000252983,NA,snRNA,Human,7,43.194421,"RNA, U7 small nuclear 35 pseudogene [Source:HGNC Symbol;Acc:HGNC:34131]",38.71,1,62,NA,62,NA,NA,1
 RNU4ATAC15P,ENSG00000252224,NA,snRNA,Human,9,33.17417,"RNA, U4atac small nuclear 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:46901]",44.44,1,126,NA,126,NA,NA,1
 RNU6-535P,ENSG00000207453,NA,snRNA,Human,10,7.486703,"RNA, U6 small nuclear 535, pseudogene [Source:HGNC Symbol;Acc:HGNC:47498]",42.99,1,107,NA,107,NA,NA,1
 U6,ENSG00000275174,NA,snRNA,Human,15,21.428879,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],43.93,1,107,NA,107,NA,NA,1
 RNU6-944P,ENSG00000200893,NA,snRNA,Human,16,20.784509,"RNA, U6 small nuclear 944, pseudogene [Source:HGNC Symbol;Acc:HGNC:47907]",41.12,1,107,NA,107,NA,NA,1
 RNU6-450P,ENSG00000201524,NA,snRNA,Human,17,59.847438,"RNA, U6 small nuclear 450, pseudogene [Source:HGNC Symbol;Acc:HGNC:47413]",37.38,1,107,NA,107,NA,NA,1
 RNU6-563P,ENSG00000201742,NA,snRNA,Human,20,47.492978,"RNA, U6 small nuclear 563, pseudogene [Source:HGNC Symbol;Acc:HGNC:47526]",41.67,1,108,NA,108,NA,NA,1
 ,ENSG00000283618,NA,sRNA,Human,7,30.115845,,43.33,1,150,NA,150,NA,NA,1
 ,ENSG00000278924,NA,TEC,Human,2,172.423807,TEC,37.33,1,367,NA,367,NA,NA,1
 ,ENSG00000279737,NA,TEC,Human,5,35.895689,TEC,34.34,1,332,NA,332,NA,NA,1
 ,ENSG00000279716,NA,TEC,Human,19,15.398696,TEC,64.96,1,1661,NA,1661,NA,NA,1
 TRDJ4,ENSG00000211826,NA,TR_J_gene,Human,14,22.455249,T cell receptor delta joining 4 [Source:HGNC Symbol;Acc:HGNC:12260],50,1,48,48,48,NA,NA,1
 HSPD1P6,ENSG00000230067,NA,transcribed_processed_pseudogene,Human,3,36.767117,heat shock protein family D (Hsp60) member 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:5267],37.94,2,17051,NA,1127,NA,NA,2
 RPSAP69,ENSG00000233487,NA,transcribed_processed_pseudogene,Human,3,196.986676,ribosomal protein SA pseudogene 69 [Source:HGNC Symbol;Acc:HGNC:51922],53.68,1,883,NA,883,NA,NA,1
 ,ENSG00000257635,NA,transcribed_processed_pseudogene,Human,14,18.698639,NIMA (never in mitosis gene a)-related kinase 2 (NEK2) pseudogene,43.21,1,1340,NA,1340,NA,NA,1
 ,ENSG00000257224,NA,transcribed_processed_pseudogene,Human,14,18.702281,"nitric oxide synthase 2, inducible (NOS2) pseudogene",63.93,1,183,NA,183,NA,NA,1
 MED15P6,ENSG00000257162,NA,transcribed_processed_pseudogene,Human,14,19.485336,mediator complex subunit 15 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48655],61.42,2,3813,NA,682,NA,NA,6
 ,ENSG00000257884,NA,transcribed_processed_pseudogene,Human,14,19.677837,ubiquitin specific peptidase 10 (USP10) pseudogene,49.56,1,2268,NA,2268,NA,NA,1
 PPIAP48,ENSG00000260187,NA,transcribed_processed_pseudogene,Human,16,64.735925,peptidylprolyl isomerase A pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:53672],40.91,2,1359,NA,473,NA,NA,2
 CRYZL2P,ENSG00000242193,730102,transcribed_unitary_pseudogene,Human,1,178.006136,"crystallin zeta like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:52164]",40.62,4,31815,NA,1824,NA,NA,7
 CPHL1P,ENSG00000240216,NA,transcribed_unitary_pseudogene,Human,3,149.229356,"ceruloplasmin and hephaestin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:31714]",39.96,4,62445,NA,1209,NA,NA,8
 LINC00643,ENSG00000186369,NA,transcribed_unitary_pseudogene,Human,14,62.117346,long intergenic non-protein coding RNA 643 [Source:HGNC Symbol;Acc:HGNC:44296],36.89,6,13617,NA,1257,NA,NA,3
 PRKY,ENSG00000099725,5616,transcribed_unitary_pseudogene,Human,Y,7.273972,protein kinase Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9444],44.3,4,107577,NA,2251,NA,NA,5
 TUBA5P,ENSG00000214796,NA,transcribed_unprocessed_pseudogene,Human,1,202.851828,"tubulin alpha 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:54799]",52.09,5,9928,NA,1117,NA,NA,3
 ALG1L,ENSG00000189366,NA,transcribed_unprocessed_pseudogene,Human,3,125.928689,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like [Source:HGNC Symbol;Acc:HGNC:33721],45.08,23,61892,NA,936,NA,NA,5
 ,ENSG00000170089,NA,transcribed_unprocessed_pseudogene,Human,5,177.809407,THO complex 3 (THOC3) pseudogene,44.8,16,141326,NA,950,NA,NA,5
 STAG3L1,ENSG00000205583,NA,transcribed_unprocessed_pseudogene,Human,7,75.359194,stromal antigen 3-like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33852],50.41,6,36190,NA,994,NA,NA,6
 CLCN3P1,ENSG00000232000,NA,transcribed_unprocessed_pseudogene,Human,9,14.921013,chloride voltage-gated channel 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49775],39.37,6,225389,NA,2444,NA,NA,6
 OR7E104P,ENSG00000219926,102723968,transcribed_unprocessed_pseudogene,Human,13,63.82884,olfactory receptor family 7 subfamily E member 104 pseudogene [Source:HGNC Symbol;Acc:HGNC:15343],48.29,6,15286,NA,1108,NA,NA,4
 NF1P10,ENSG00000277529,NA,transcribed_unprocessed_pseudogene,Human,14,18.709478,neurofibromin 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:51737],35.06,2,3166,NA,613,NA,NA,4
 NF1P4,ENSG00000258027,NA,transcribed_unprocessed_pseudogene,Human,14,19.492281,neurofibromin 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:7769],35.55,1,9460,NA,1681,NA,NA,11
 NF1P11,ENSG00000278184,NA,transcribed_unprocessed_pseudogene,Human,14,19.612191,neurofibromin 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:51738],35.89,1,7300,NA,1282,NA,NA,8
 KRT16P6,ENSG00000226145,NA,transcribed_unprocessed_pseudogene,Human,17,16.817983,keratin 16 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50719],55.17,4,4597,NA,1146,NA,NA,5
 ANKRD20A5P,ENSG00000186481,NA,transcribed_unprocessed_pseudogene,Human,18,14.179097,"ankyrin repeat domain 20 family member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33833]",37.77,8,73044,NA,1138,NA,NA,6
 ZNF887P,ENSG00000267500,NA,transcribed_unprocessed_pseudogene,Human,19,11.648364,"zinc finger protein 887, pseudogene [Source:HGNC Symbol;Acc:HGNC:38700]",43.51,1,4514,NA,1407,NA,NA,3
 GYG2P1,ENSG00000206159,NA,transcribed_unprocessed_pseudogene,Human,Y,12.08801,glycogenin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4701],42.59,11,333578,NA,834,NA,NA,5
 NXF5,ENSG00000126952,55998,transcribed_unprocessed_pseudogene,Human,X,101.832112,nuclear RNA export factor 5 [Source:HGNC Symbol;Acc:HGNC:8075],42.23,6,25466,NA,1924,NA,NA,18
 EVA1CP6,ENSG00000251610,NA,unprocessed_pseudogene,Human,3,130.048143,EVA1C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55740],44.65,1,7778,NA,328,NA,NA,3
 ,ENSG00000250376,NA,unprocessed_pseudogene,Human,4,68.784618,pseudogene similar to part of UDP glucuronosyltransferase 2 family protein,32.38,1,2857,NA,714,NA,NA,4
 ANKRD18CP,ENSG00000159712,NA,unprocessed_pseudogene,Human,9,97.15657,"ankyrin repeat domain 18C, pseudogene [Source:HGNC Symbol;Acc:HGNC:43601]",38.17,1,64666,NA,2980,NA,NA,16
 ,ENSG00000215409,NA,unprocessed_pseudogene,Human,10,27.331357,pseudogene similar to part of breast cancer antigen NY-BR-1 (NY-BR-1),34.6,1,9896,NA,808,NA,NA,6
 ,ENSG00000273497,NA,unprocessed_pseudogene,Human,10,91.896704,"DnaJ (Hsp40) homolog, subfamily C, member 12 (DNAJC12) pseudogene",46.91,1,194,NA,194,NA,NA,1
 ,ENSG00000257493,NA,unprocessed_pseudogene,Human,14,19.664098,fatty acyl CoA reductase 2 (FAR2) pseudogene,42.01,1,19580,NA,411,NA,NA,3
 ,ENSG00000257142,NA,unprocessed_pseudogene,Human,14,19.700479,fatty acyl CoA reductase 2 (FAR2) pseudogene,48.84,1,172,NA,172,NA,NA,1
 ,ENSG00000260375,NA,unprocessed_pseudogene,Human,15,62.255686,golgin subfamily A pseudogene,51.63,1,736,NA,234,NA,NA,3
 FGF7P1,ENSG00000264061,NA,unprocessed_pseudogene,Human,18,14.888709,fibroblast growth factor 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21455],33.24,1,1378,NA,288,NA,NA,2
